nan,nan,nan,nan,nan,nan,nan,nan
0.000000000000000000e+00,3.000000000000000000e+00,nan,nan,2.200000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,7.250000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,nan,nan,3.800000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,7.128329999999999700e+01
1.000000000000000000e+00,3.000000000000000000e+00,nan,nan,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.924999999999999822e+00
1.000000000000000000e+00,1.000000000000000000e+00,nan,nan,3.500000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.310000000000000142e+01
0.000000000000000000e+00,3.000000000000000000e+00,nan,nan,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.050000000000000711e+00
0.000000000000000000e+00,3.000000000000000000e+00,nan,nan,2.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.458299999999999486e+00
0.000000000000000000e+00,1.000000000000000000e+00,nan,nan,5.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.186249999999999716e+01
0.000000000000000000e+00,3.000000000000000000e+00,nan,nan,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.107499999999999929e+01
1.000000000000000000e+00,3.000000000000000000e+00,nan,nan,2.700000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.113330000000000020e+01
1.000000000000000000e+00,2.000000000000000000e+00,nan,nan,1.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.007079999999999842e+01
1.000000000000000000e+00,3.000000000000000000e+00,nan,nan,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.669999999999999929e+01
1.000000000000000000e+00,1.000000000000000000e+00,nan,nan,5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.655000000000000071e+01
0.000000000000000000e+00,3.000000000000000000e+00,nan,nan,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.050000000000000711e+00
0.000000000000000000e+00,3.000000000000000000e+00,nan,nan,3.900000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,3.127499999999999858e+01
0.000000000000000000e+00,3.000000000000000000e+00,nan,nan,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.854199999999999626e+00
